Title,Authors,Abstract,Publication Year,Venue,Publisher,Volume,Issue,Pages,DOI,Eprint,Citations,URL,Cited By
Intrusion detection in wireless ad-hoc networks,"['Y Zhang', 'W Lee']","Many of the intrusion detection techniques  need intrusion detection, and the reason why  the current methods cannot be applied directly. We then describe the new intrusion detection",2000,Proceedings of the 6th annual international …,,,,,,,1781,https://dl.acm.org/doi/abs/10.1145/345910.345958,"/scholar?cites=12194214828969918894&as_sdt=5,33&sciodt=0,33&hl=en"
Hybrid model for intrusion detection systems,"['B Rababah', 'S Srivastava']","After the analysis of different intrusion detection systems on both the datasets, this  of  decision tree and eventually, a multiclass intrusion detection system was proposed using decision",2020,arXiv preprint arXiv:2003.08585,,,,,,,17,https://arxiv.org/abs/2003.08585,"/scholar?cites=2168324788603036617&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection in critical infrastructures: A literature review,"['F Panagiotis', 'K Taxiarxchis', 'K Georgios', 'L Maglaras']","[34] contains an anomaly-based intrusion detection system using a CART decision tree.  in  the TCP connection sequence, the three way handshake, where a SYN request to start a TCP",2021,Smart Cities,,,,,,,16,https://www.mdpi.com/2624-6511/4/3/61,"/scholar?cites=2187092919517791067&as_sdt=5,33&sciodt=0,33&hl=en"
A systematic mapping study on intrusion alert analysis in intrusion detection systems,"['AA Ramaki', 'A Rasoolzadegan', 'AG Bafghi']","Intrusion alert analysis is an attractive and active topic in the area of intrusion detection  systems.  After each step, a decision should be taken for under investigation studies. Finally, the",2018,ACM computing surveys …,,,,,,,70,https://dl.acm.org/doi/abs/10.1145/3184898,"/scholar?cites=14195556003620640772&as_sdt=5,33&sciodt=0,33&hl=en"
A survey of random forest based methods for intrusion detection systems,"['PAA Resende', 'AC Drummond']","the behaviour-based Intrusion Detection Systems. Specificities of  concepts related to Intrusion  Detection Systems, including  simplicity we adopt the term Decision Tree to represent the",2018,ACM Computing Surveys (CSUR),,,,,,,354,https://dl.acm.org/doi/abs/10.1145/3178582,"/scholar?cites=11183688948776440988&as_sdt=5,33&sciodt=0,33&hl=en"
The prediction role of hidden markov model in intrusion detection,"['F Gao', 'J Sun', 'Z Wei']","ability of IDS (Intrusion Detection System). In this  the decision-making, &zy math is also  intmduced to this model. By this means, the intelligence of the IDS is improved and some decision",2003,… a Caring and Humane Technology (Cat …,,,,,,,37,https://ieeexplore.ieee.org/abstract/document/1226038/,"/scholar?cites=9702991563015258416&as_sdt=5,33&sciodt=0,33&hl=en"
A fuzzy logic based network intrusion detection system for predicting the TCP SYN flooding attack,"['NNP Mkuzangwe', 'FV Nelwamondo']",to analyze intrusions in a Network. This paper presents a fuzzy logic based network intrusion  detection  of the proposed intrusion detection system is compared to that of a decision tree.,2017,… Information and Database Systems …,,,,,,,39,https://link.springer.com/chapter/10.1007/978-3-319-54430-4_2,"/scholar?cites=9745308146686395327&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection in web applications using text mining,"['JJG Adeva', 'JMP Atxa']","at this point, is regarding when to consider that an intrusion attempt happened some legitimate  user actions as misuse (ie false positives). In order to minimise this drawback, we decided",2007,Engineering Applications of Artificial Intelligence,,,,,,,74,https://www.sciencedirect.com/science/article/pii/S0952197606001412,"/scholar?cites=17926839462633515609&as_sdt=5,33&sciodt=0,33&hl=en"
Application of machine learning approaches in intrusion detection system: a survey,"['NF Haq', 'AR Onik', 'MAK Hridoy']","Intrusion detection system detects and reports any intrusion attempts or misuse on the network.  IDS can detect and  , an unseen test instance is being classified by a Decision tree [11].",2015,IJARAI …,,,,,,,203,https://pdfs.semanticscholar.org/bbdf/15442913c6145ce8e9650088b8c0f8ab3c66.pdf,"/scholar?cites=5742145948680775458&as_sdt=5,33&sciodt=0,33&hl=en"
Network intrusion detection and its strategic importance,"['MK Asif', 'TA Khan', 'TA Taj', 'U Naeem']","Decision tree is very useful even for the large amount  detection. In order to resolve all these  issues and to make further progress, our future Intrusion detection systems must have some",2013,2013 IEEE Business …,,,,,,,64,https://ieeexplore.ieee.org/abstract/document/6560100/,"/scholar?cites=3088880445753061924&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion prevention in information systems: Reactive and proactive responses,"['WT Yue', 'M Cakanyildirim']",managerial decisions involved in the intrusion prevention process: the configuration of the   the decisions made in intrusion prevention. Future work may include relaxing some of our,2007,… of Management Information Systems,,,,,,,71,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222240110,"/scholar?cites=8181335588071813864&as_sdt=5,33&sciodt=0,33&hl=en"
A collaborative intrusion detection approach using blockchain for multimicrogrid systems,"['B Hu', 'C Zhou', 'YC Tian', 'Y Qin']",Other research efforts use the consensus mechanism to implement distributed and collaborative  scheduling decisions or intrusion detection. For managing billions of devices deployed,2019,"… on Systems, Man, and …",,,,,,,90,https://ieeexplore.ieee.org/abstract/document/8700599/,"/scholar?cites=3602755325396377789&as_sdt=5,33&sciodt=0,33&hl=en"
Guidelines on selecting intrusion detection methods in MANET,"['Y Li', 'J Wei']","collaborate in intrusion detection decision making. In wired network, a node can usually  make intrusion detection decision based on the data collected locally. Therefore, an intrusion",2004,Proceedings of the Information Systems Educators …,,,,,,,68,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=8cdba0ca34294b721def25868f47e99022839a13,"/scholar?cites=13484176592907506249&as_sdt=5,33&sciodt=0,33&hl=en"
Mining intrusion detection alarms for actionable knowledge,"['K Julisch', 'M Dacier']","Here, we extend this work in three ways: We motivate the design decisions that lead to said  clustering technique, we discuss its theoretical properties, and we evaluate it by means of",2002,… international conference on Knowledge discovery …,,,,,,,412,https://dl.acm.org/doi/abs/10.1145/775047.775101,"/scholar?cites=5031821415005271315&as_sdt=5,33&sciodt=0,33&hl=en"
CIDS: An agent-based intrusion detection system,"['D Dasgupta', 'F Gonzalez', 'K Yallapu', 'J Gomez']",support modules needed to make appropriate decisions. One  intelligent decision support  modules for robust detection of  next generation distributed intrusion detection systems. Invited,2005,Computers & …,,,,,,,101,https://www.sciencedirect.com/science/article/pii/S0167404805000179,"/scholar?cites=15908593429247360508&as_sdt=5,33&sciodt=0,33&hl=en"
The value of intrusion detection systems in information technology security architecture,"['H Cavusoglu', 'B Mishra']","decisions are not based only on random sampling. Instead, inspection decisions are  We  model the intrusion detection problem as a game between a firm trying to protect its system and",2005,Information Systems …,,,,,,,364,https://pubsonline.informs.org/doi/abs/10.1287/isre.1050.0041,"/scholar?cites=15586432188798535709&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection techniques for mobile wireless networks,"['Y Zhang', 'W Lee', 'YA Huang']","Third, decision-making in mobile computing environment is sometimes  for intrusion detection  and response for this environment. We will first give a background on intrusion detection,",2003,Wireless Networks,,,,,,,1093,https://link.springer.com/article/10.1023/A:1024600519144,"/scholar?cites=4847060158894194335&as_sdt=5,33&sciodt=0,33&hl=en"
Machine learning for intrusion detection in MANET: a state-of-the-art survey,"['L Nishani', 'M Biba']",Here we focus on intrusion detection systems based on  The classification consists of  three steps respectively decision tree  leading to intrusion detection and intrusion prevention.,2016,Journal of Intelligent Information Systems,,,,,,,65,https://link.springer.com/article/10.1007/s10844-015-0387-y,"/scholar?cites=586180204631606578&as_sdt=5,33&sciodt=0,33&hl=en"
Design of an advance intrusion detection system for IoT networks,"['A Sarwar', 'S Hasan', 'WU Khan', 'S Ahmed']","same data was presented to some decision trees, resulting in each decision tree being  trained and the average accuracy of each decision tree being calculated. A sequential decision",2022,2022 2nd …,,,,,,,28,https://ieeexplore.ieee.org/abstract/document/9773747/,"/scholar?cites=729877066436822297&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection using a novel hybrid method incorporating an improved KNN,"['H Shapoorifard', 'P Shamsinejad']",intelligent decision technology to make faster and more effective decisions [3]. Data mining  based intrusion detection commonly categorized into two main approaches: signature based,2017,Int. J. Comput. Appl,,,,,,,101,https://fardapaper.ir/mohavaha/uploads/2018/08/Fardapaper-Intrusion-Detection-using-a-Novel-Hybrid-Method-Incorporating-an-Improved-KNN.pdf,"/scholar?cites=8068562967550175503&as_sdt=5,33&sciodt=0,33&hl=en"
Log Files Analysis for Network Intrusion Detection,"['A Brandao', 'P Georgieva']","ways to identify the cyber-attacks. In this paper we propose an effective Log-based Intrusion  Detection  ) structure, the authors achieved 98.2% accuracy using a Decision Tree classifier.",2020,… Conference on Intelligent Systems  …,,,,,,,15,https://ieeexplore.ieee.org/abstract/document/9199976/,"/scholar?cites=1214824480418299481&as_sdt=5,33&sciodt=0,33&hl=en"
Selecting optimal subset of features for intrusion detection systems,"['HM Harb', 'AA Zaghrot', 'MA Gomaa', 'AS Desuky']","decision. Hence, the key point is how to choose an effective classification approach to build   intrusion detection systems in terms of high detection rate while keeping a low false alarm",2011,,,,,,,,20,https://www.researchgate.net/profile/Abeer-S-Desuky/publication/287302551_Selecting_Optimal_Subset_of_Features_for_Intrusion_Detection_Systems/links/5675324b08ae0ad265bf1fe5/Selecting-Optimal-Subset-of-Features-for-Intrusion-Detection-Systems.pdf,"/scholar?cites=5543270099817241188&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection systems using long short-term memory (LSTM),"['FE Laghrissi', 'S Douzi', 'K Douzi', 'B Hssina']","Then the LSTM update the cell state, by forgetting the information that we decided to forget,  and updating it with the new vector values. It is calculated as: \(i_{t}=\sigma (W_{i}.[h_{t-1}, x_{",2021,Journal of Big Data,,,,,,,191,https://link.springer.com/article/10.1186/s40537-021-00448-4,"/scholar?cites=9969949198284349264&as_sdt=5,33&sciodt=0,33&hl=en"
An optimized model for network intrusion detection systems in industry 4.0 using XAI based Bi-LSTM framework,"['S Sivamohan', 'SS Sridhar']",by different authors based on intrusion detection systems. Section 3 depicts the proposed   intrusion detection system in making decisions regarding interpretation of predictions.,2023,Neural Computing and Applications,,,,,,,33,https://link.springer.com/article/10.1007/s00521-023-08319-0,"/scholar?cites=11029120242958543585&as_sdt=5,33&sciodt=0,33&hl=en"
TAD: Transfer learning-based multi-adversarial detection of evasion attacks against network intrusion detection systems,"['I Debicha', 'R Bauwens', 'T Debatty', 'JM Dricot']","intrusion detection systems. The objective of this paper is to design an efficient transfer  learning-based adversarial detector  decisions, we illustrate that combining multiple detectors can",2023,… Computer Systems,,,,,,,43,https://www.sciencedirect.com/science/article/pii/S0167739X22002722,"/scholar?cites=10128249941376976283&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection systems: a review,"['DA Kumar', 'S Venugopalan']","This exploits the three way handshake mechanism of TCP. Whenever a client want to  A  decision tree is a tree that has three main components: nodes, edge, and leaves. A decision tree",2017,International Journal of Advanced …,,,,,,,40,https://www.academia.edu/download/57413618/4703-10013-1-PB.pdf,"/scholar?cites=5969593257889788216&as_sdt=5,33&sciodt=0,33&hl=en"
"Intrusion detection in internet of things systems: a review on design approaches leveraging multi-access edge computing, machine learning, and datasets","['E Gyamfi', 'A Jurcut']",users to make critical live dependent decisions. Most of these IoT  -of-the-art network intrusion  detection systems (NIDS) and  make the final decision about intrusion detection makes the,2022,Sensors,,,,,,,87,https://www.mdpi.com/1424-8220/22/10/3744,"/scholar?cites=8389912743086449960&as_sdt=5,33&sciodt=0,33&hl=en"
